cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
1205,2025-01-02 04:04:00,BLM_03,2586.0,71.09,3.4415,11.13,46.91,579.77,2.13,0
1206,2025-01-02 04:05:00,BLM_01,2907.0,59.141999999999996,3.4518,10.44,49.49,544.9,2.04,0
1207,2025-01-02 04:06:00,BLM_02,2536.0,53.654,2.8521,10.99,45.39,602.35,1.7,0
1208,2025-01-02 04:07:00,BLM_01,3092.0,75.506,3.2824,9.86,46.72,607.53,1.65,0
1209,2025-01-02 04:08:00,BLM_01,2931.0,59.488,3.5427,13.05,47.73,580.27,1.92,0
1210,2025-01-02 04:09:00,BLM_02,2764.0,62.160000000000004,3.233,11.98,45.93,446.82,1.64,0
1211,2025-01-02 04:10:00,BLM_02,3024.0,73.232,1.2633,14.03,50.85,557.89,1.68,0
1212,2025-01-02 04:11:00,BLM_02,2867.0,67.914,1.1036000000000001,7.6,50.01,463.41,1.7,0
1213,2025-01-02 04:12:00,BLM_03,3081.0,75.21600000000001,3.6139,12.38,46.67,567.17,1.76,0
1214,2025-01-02 04:13:00,BLM_01,3127.0,73.348,2.3842,11.54,41.87,622.15,1.65,0
1215,2025-01-02 04:14:00,BLM_01,2874.0,64.25999999999999,2.5145,11.38,46.19,601.41,1.39,0
1216,2025-01-02 04:15:00,BLM_03,2957.0,74.58200000000001,4.1848,10.13,51.15,537.91,2.19,0
1217,2025-01-02 04:16:00,BLM_02,3039.0,68.604,2.3551,12.08,47.69,542.79,2.01,0
1218,2025-01-02 04:17:00,BLM_03,2747.0,63.246,2.7654,10.62,50.56,467.26,1.78,0
1219,2025-01-02 04:18:00,BLM_03,3039.0,69.468,2.8756999999999997,14.74,52.13,550.6,1.62,0
1220,2025-01-02 04:19:00,BLM_03,2742.0,58.269999999999996,2.716,13.13,49.52,540.79,2.1,0
1221,2025-01-02 04:20:00,BLM_01,3102.0,73.28200000000001,3.8063,13.77,50.83,493.47,1.92,0
1222,2025-01-02 04:21:00,BLM_03,2922.0,72.37400000000001,2.6066000000000003,8.87,46.58,505.85,1.64,0
1223,2025-01-02 04:22:00,BLM_01,2741.0,68.286,3.3669000000000002,13.59,50.91,496.08,1.93,0
1224,2025-01-02 04:23:00,BLM_01,2896.0,54.018,2.9172,13.42,47.47,646.65,1.82,0
1225,2025-01-02 04:24:00,BLM_01,2903.0,75.53,3.5475000000000003,11.27,46.08,555.37,1.83,0
1226,2025-01-02 04:25:00,BLM_02,3192.0,70.512,1.9078,11.66,53.29,583.93,2.02,0
1227,2025-01-02 04:26:00,BLM_01,3031.0,67.294,1.2881,10.23,47.95,591.22,1.93,0
1228,2025-01-02 04:27:00,BLM_01,2828.0,66.196,2.8884,11.45,46.22,622.54,2.01,0
1229,2025-01-02 04:28:00,BLM_02,3297.0,63.698,2.2786999999999997,13.02,49.06,621.12,2.26,0
1230,2025-01-02 04:29:00,BLM_01,3113.0,65.05,3.899,10.8,45.29,592.48,1.95,0
1231,2025-01-02 04:30:00,BLM_03,2939.0,72.842,2.8093,12.07,44.86,481.53,2.39,0
1232,2025-01-02 04:31:00,BLM_03,2720.0,63.844,3.0196,16.58,47.48,592.88,2.1,1
1233,2025-01-02 04:32:00,BLM_01,2924.0,65.54599999999999,2.6498999999999997,10.24,44.4,532.02,1.74,0
1234,2025-01-02 04:33:00,BLM_02,2960.0,66.578,2.4102,12.6,46.81,493.16,1.42,0
1235,2025-01-02 04:34:00,BLM_03,3066.0,66.77,2.9105,10.14,44.72,533.25,2.1,0
1236,2025-01-02 04:35:00,BLM_02,3109.0,63.152,3.5808,9.33,50.45,556.89,1.48,0
1237,2025-01-02 04:36:00,BLM_02,3145.0,66.284,2.6510999999999996,13.44,52.21,434.57,1.84,0
1238,2025-01-02 04:37:00,BLM_03,2710.0,69.876,2.6014,11.27,44.53,568.03,1.98,0
1239,2025-01-02 04:38:00,BLM_02,3038.0,61.148,3.4317,14.88,53.33,601.16,1.53,0
1240,2025-01-02 04:39:00,BLM_03,2971.0,66.32000000000001,1.6920000000000002,13.02,49.9,553.9,1.64,0
1241,2025-01-02 04:40:00,BLM_02,3482.0,81.002,3.7023,10.59,48.61,501.3,1.53,0
1242,2025-01-02 04:41:00,BLM_03,3012.0,67.044,2.3125999999999998,10.42,44.19,577.45,2.32,0
1243,2025-01-02 04:42:00,BLM_01,2888.0,60.976,3.5329,13.3,43.9,548.79,1.98,0
1244,2025-01-02 04:43:00,BLM_03,3020.0,60.158,3.0831999999999997,10.1,47.91,628.37,1.62,0
1245,2025-01-02 04:44:00,BLM_03,2998.0,58.63,1.4135,10.05,47.57,446.59,1.41,0
1246,2025-01-02 04:45:00,BLM_03,2642.0,78.882,2.8838,8.91,47.26,434.1,1.58,0
1247,2025-01-02 04:46:00,BLM_03,3073.0,74.554,3.7941,13.12,48.12,545.54,1.64,0
1248,2025-01-02 04:47:00,BLM_02,2944.0,58.466,2.6644,10.54,46.21,529.26,1.66,0
1249,2025-01-02 04:48:00,BLM_01,2995.0,68.998,2.7247,12.65,47.44,562.12,2.0,0
1250,2025-01-02 04:49:00,BLM_03,2843.0,76.07,2.335,9.66,47.99,568.76,1.45,0
1251,2025-01-02 04:50:00,BLM_02,2803.0,67.222,3.7153,9.05,54.43,618.38,2.07,0
1252,2025-01-02 04:51:00,BLM_01,3158.0,64.06400000000001,2.5556,13.3,42.33,539.15,1.35,0
1253,2025-01-02 04:52:00,BLM_01,3200.0,83.196,4.1259,11.71,48.94,570.24,1.78,0
1254,2025-01-02 04:53:00,BLM_01,3075.0,54.168,3.6862,10.78,48.21,490.81,1.63,0
1255,2025-01-02 04:54:00,BLM_01,2674.0,85.94000000000001,3.8065,11.12,48.05,660.93,2.05,1
1256,2025-01-02 04:55:00,BLM_03,3087.0,67.932,2.9368,11.13,48.92,599.77,2.16,0
1257,2025-01-02 04:56:00,BLM_03,2677.0,76.544,2.5371,15.66,52.96,589.71,2.0,0
1258,2025-01-02 04:57:00,BLM_02,2881.0,59.116,3.2074,12.48,48.86,513.68,1.91,0
1259,2025-01-02 04:58:00,BLM_02,3156.0,62.438,3.9677,12.25,44.26,611.31,1.73,0
1260,2025-01-02 04:59:00,BLM_02,3118.0,59.96,4.118,10.64,48.9,595.6,2.14,0
1261,2025-01-02 05:00:00,BLM_01,3082.0,66.81200000000001,1.5783,13.42,47.6,578.78,1.55,0
1262,2025-01-02 05:01:00,BLM_01,3236.0,69.674,4.768599999999999,9.93,46.46,545.4,1.91,1
1263,2025-01-02 05:02:00,BLM_03,3101.0,74.996,3.0589000000000004,12.93,48.47,502.68,2.07,0
1264,2025-01-02 05:03:00,BLM_01,2637.0,55.548,3.4292,12.94,47.71,547.46,2.03,0
1265,2025-01-02 05:04:00,BLM_01,2933.0,68.63,2.2495000000000003,13.83,47.43,514.57,1.93,0
1266,2025-01-02 05:05:00,BLM_01,2993.0,73.792,2.2098,8.46,47.74,567.25,1.93,0
1267,2025-01-02 05:06:00,BLM_02,2971.0,75.114,1.8700999999999999,14.03,45.06,500.46,2.02,0
1268,2025-01-02 05:07:00,BLM_02,2889.0,64.456,4.0704,12.64,49.79,517.7,1.77,0
1269,2025-01-02 05:08:00,BLM_03,2815.0,64.538,2.4007,10.64,47.66,456.25,2.16,0
1270,2025-01-02 05:09:00,BLM_01,3432.0,66.9,2.8209999999999997,8.11,48.66,573.94,2.31,0
1271,2025-01-02 05:10:00,BLM_01,2930.0,68.842,2.6713,11.27,45.84,569.48,1.34,0
1272,2025-01-02 05:11:00,BLM_03,3423.0,76.664,2.1716,12.34,45.2,527.22,1.7,0
1273,2025-01-02 05:12:00,BLM_01,2795.0,59.076,2.7419,9.26,47.07,440.21,1.52,0
1274,2025-01-02 05:13:00,BLM_01,3118.0,62.048,2.9422,10.47,47.93,474.05,1.64,0
1275,2025-01-02 05:14:00,BLM_02,3041.0,58.23,3.7525,9.73,46.97,554.52,1.83,0
1276,2025-01-02 05:15:00,BLM_03,2834.0,70.542,2.1428,11.22,48.21,595.03,1.92,0
1277,2025-01-02 05:16:00,BLM_03,2916.0,75.264,2.4730999999999996,10.04,42.62,505.41,1.76,0
1278,2025-01-02 05:17:00,BLM_03,2997.0,57.605999999999995,3.2734,15.91,53.01,604.43,1.96,0
1279,2025-01-02 05:18:00,BLM_03,2848.0,68.17800000000001,2.9137,13.55,46.08,625.58,1.62,0
1280,2025-01-02 05:19:00,BLM_02,2954.0,74.76,2.924,10.01,45.1,570.46,1.7,0
1281,2025-01-02 05:20:00,BLM_02,2574.0,73.05199999999999,2.2043,10.27,50.86,596.94,1.96,0
1282,2025-01-02 05:21:00,BLM_01,3128.0,72.97399999999999,3.4246,9.33,45.09,499.33,1.72,0
1283,2025-01-02 05:22:00,BLM_01,3221.0,59.236000000000004,3.8749000000000002,11.73,48.5,469.85,1.48,0
1284,2025-01-02 05:23:00,BLM_01,3082.0,72.958,3.8052,15.2,45.09,633.75,2.36,0
1285,2025-01-02 05:24:00,BLM_01,3408.0,66.27000000000001,2.7455,14.16,47.24,505.44,2.03,0
1286,2025-01-02 05:25:00,BLM_02,3123.0,75.062,1.0757999999999999,12.36,47.27,601.83,1.84,0
1287,2025-01-02 05:26:00,BLM_03,3206.0,70.714,3.0461,11.47,46.12,568.88,2.02,0
1288,2025-01-02 05:27:00,BLM_02,3223.0,61.866,2.9564,12.99,50.19,629.21,1.9,0
1289,2025-01-02 05:28:00,BLM_01,2505.0,69.528,2.1767,12.5,51.54,584.91,1.4,0
1290,2025-01-02 05:29:00,BLM_02,3076.0,73.31,2.307,12.78,46.09,497.23,1.84,0
1291,2025-01-02 05:30:00,BLM_03,2751.0,64.042,2.1873,12.36,48.33,534.42,1.62,0
1292,2025-01-02 05:31:00,BLM_03,2787.0,68.48400000000001,3.0776,12.8,44.7,581.55,1.83,0
1293,2025-01-02 05:32:00,BLM_02,2819.0,58.226,2.3079,9.44,48.26,525.3,1.9,0
1294,2025-01-02 05:33:00,BLM_02,2944.0,71.428,3.0082,11.78,50.05,597.08,2.04,0
1295,2025-01-02 05:34:00,BLM_02,3117.0,67.2,4.5485,12.42,48.28,554.33,1.55,1
1296,2025-01-02 05:35:00,BLM_01,3078.0,73.992,2.7588,11.22,46.58,597.97,1.56,0
1297,2025-01-02 05:36:00,BLM_02,2998.0,71.244,2.0791,9.75,47.36,600.8,1.68,0
1298,2025-01-02 05:37:00,BLM_02,3130.0,64.746,1.8694,12.01,46.8,563.97,2.17,0
1299,2025-01-02 05:38:00,BLM_02,3141.0,61.678,3.1197,19.47,47.47,543.95,1.71,1
1300,2025-01-02 05:39:00,BLM_03,3080.0,60.07,4.29,10.52,46.37,525.91,1.93,0
1301,2025-01-02 05:40:00,BLM_03,2690.0,64.052,2.2603,11.74,48.43,498.45,1.79,0
1302,2025-01-02 05:41:00,BLM_01,2867.0,73.814,1.3806,14.27,45.0,627.39,1.7,0
1303,2025-01-02 05:42:00,BLM_01,3005.0,55.316,4.0909,15.19,41.03,553.59,1.83,0
1304,2025-01-02 05:43:00,BLM_03,3132.0,60.358,4.651199999999999,10.95,50.66,538.86,2.0,1
1305,2025-01-02 05:44:00,BLM_03,2761.0,73.62,3.4215,13.74,47.85,539.5,1.97,0
1306,2025-01-02 05:45:00,BLM_03,2998.0,76.91199999999999,3.1917999999999997,13.42,48.3,547.63,1.5,0
1307,2025-01-02 05:46:00,BLM_02,2718.0,60.733999999999995,2.9421,11.09,46.13,527.95,1.88,0
1308,2025-01-02 05:47:00,BLM_02,3185.0,60.286,3.3724,13.12,46.92,524.28,2.21,0
1309,2025-01-02 05:48:00,BLM_03,3044.0,77.46799999999999,3.3327,11.69,45.34,488.61,1.88,0
1310,2025-01-02 05:49:00,BLM_02,2758.0,66.75,3.093,10.87,50.94,552.08,2.08,0
1311,2025-01-02 05:50:00,BLM_02,2757.0,61.362,2.2233,15.09,46.75,608.77,2.24,0
1312,2025-01-02 05:51:00,BLM_01,3070.0,74.934,3.0836,13.17,44.14,517.49,1.84,0
1313,2025-01-02 05:52:00,BLM_03,3247.0,71.146,2.8239,8.97,49.69,574.84,1.78,0
1314,2025-01-02 05:53:00,BLM_03,2803.0,72.788,2.3342,11.77,50.84,575.88,1.91,0
1315,2025-01-02 05:54:00,BLM_02,3142.0,61.730000000000004,3.0845,11.06,47.54,568.08,2.12,0
1316,2025-01-02 05:55:00,BLM_03,2902.0,70.25200000000001,2.5548,11.62,51.77,634.35,1.76,0
1317,2025-01-02 05:56:00,BLM_01,3148.0,76.354,2.9451,12.93,48.74,577.08,1.51,0
1318,2025-01-02 05:57:00,BLM_01,3123.0,72.12599999999999,3.2154,12.53,47.69,553.02,1.89,0
1319,2025-01-02 05:58:00,BLM_01,3028.0,74.078,3.3156999999999996,14.58,47.77,565.09,2.03,0
1320,2025-01-02 05:59:00,BLM_03,2670.0,77.46,2.576,14.2,49.25,588.07,1.9,0
1321,2025-01-02 06:00:00,BLM_03,3123.0,70.63199999999999,3.2163,9.81,50.69,628.3,1.91,0
1322,2025-01-02 06:01:00,BLM_03,3090.0,63.684,3.3766,11.82,49.3,539.23,1.79,0
1323,2025-01-02 06:02:00,BLM_03,3074.0,73.786,3.5769,8.5,48.65,558.08,1.74,0
1324,2025-01-02 06:03:00,BLM_03,3035.0,59.908,3.1071999999999997,10.21,48.18,687.75,2.12,0
1325,2025-01-02 06:04:00,BLM_01,2842.0,66.09,3.3175,8.23,49.75,547.79,1.35,0
1326,2025-01-02 06:05:00,BLM_02,3195.0,71.772,2.6078,9.18,46.41,545.91,1.82,0
1327,2025-01-02 06:06:00,BLM_01,3162.0,45.134,4.6981,14.52,44.23,512.22,1.55,1
1328,2025-01-02 06:07:00,BLM_03,2806.0,69.426,2.8584,13.35,48.46,553.77,1.79,0
1329,2025-01-02 06:08:00,BLM_01,3237.0,69.758,3.6786999999999996,13.11,45.47,546.66,1.87,0
1330,2025-01-02 06:09:00,BLM_03,3024.0,59.709999999999994,2.559,14.12,44.27,567.7,1.93,0
1331,2025-01-02 06:10:00,BLM_03,3023.0,69.94200000000001,3.1593,13.1,52.05,562.18,1.84,0
1332,2025-01-02 06:11:00,BLM_01,2968.0,68.994,3.1396,11.85,39.69,461.19,2.15,0
1333,2025-01-02 06:12:00,BLM_03,2986.0,67.90599999999999,3.2699000000000003,10.94,49.56,491.19,1.83,0
1334,2025-01-02 06:13:00,BLM_02,3247.0,75.998,2.3102,15.05,45.31,542.74,1.53,0
1335,2025-01-02 06:14:00,BLM_03,3186.0,73.82000000000001,3.1705,14.35,45.99,530.87,2.06,0
1336,2025-01-02 06:15:00,BLM_02,3182.0,72.152,2.5608,11.6,49.08,503.45,1.88,0
1337,2025-01-02 06:16:00,BLM_02,3033.0,60.504,3.4711,13.37,53.82,467.19,1.56,0
1338,2025-01-02 06:17:00,BLM_03,3160.0,67.556,2.2914,6.98,49.75,623.11,1.98,0
1339,2025-01-02 06:18:00,BLM_01,2850.0,75.968,3.1117,13.47,45.45,622.32,1.66,0
1340,2025-01-02 06:19:00,BLM_02,3105.0,66.18,2.882,11.1,47.89,584.07,2.03,0
1341,2025-01-02 06:20:00,BLM_01,2972.0,78.562,4.2023,16.88,47.28,523.65,1.48,1
1342,2025-01-02 06:21:00,BLM_02,2629.0,72.364,3.6826,14.07,42.82,616.12,1.77,0
1343,2025-01-02 06:22:00,BLM_03,2715.0,79.656,3.8629,8.45,48.14,517.64,1.91,0
1344,2025-01-02 06:23:00,BLM_03,2881.0,60.218,2.3632,10.72,46.32,569.59,1.53,0
1345,2025-01-02 06:24:00,BLM_02,3075.0,66.61,2.6335,12.11,49.85,514.44,1.93,0
1346,2025-01-02 06:25:00,BLM_03,2881.0,67.27199999999999,2.9038,11.92,47.23,551.09,2.06,0
1347,2025-01-02 06:26:00,BLM_02,2894.0,71.934,3.7041,11.84,51.87,571.9,1.75,0
1348,2025-01-02 06:27:00,BLM_03,3137.0,62.525999999999996,3.1643999999999997,13.77,48.88,482.63,1.9,0
1349,2025-01-02 06:28:00,BLM_01,2900.0,56.448,2.3847,11.03,48.53,530.99,1.6,0
1350,2025-01-02 06:29:00,BLM_03,3240.0,70.35000000000001,2.415,11.87,52.91,561.29,2.52,0
1351,2025-01-02 06:30:00,BLM_01,3210.0,65.132,3.7353,14.75,48.75,493.56,1.8,0
1352,2025-01-02 06:31:00,BLM_03,3004.0,64.414,3.1955999999999998,14.78,52.11,507.57,1.88,0
1353,2025-01-02 06:32:00,BLM_01,3136.0,62.856,2.9459,13.76,45.17,561.3,1.73,0
1354,2025-01-02 06:33:00,BLM_03,3111.0,68.578,2.8862,11.37,42.96,525.94,1.63,0
1355,2025-01-02 06:34:00,BLM_01,2956.0,60.17,3.5364999999999998,10.73,48.56,494.67,2.04,0
1356,2025-01-02 06:35:00,BLM_02,3155.0,66.352,2.1668,11.93,51.0,551.33,1.2,0
1357,2025-01-02 06:36:00,BLM_02,3182.0,61.914,2.9471,12.05,45.13,569.58,1.34,0
1358,2025-01-02 06:37:00,BLM_01,2829.0,63.456,2.9874,11.94,46.9,651.0,1.88,0
1359,2025-01-02 06:38:00,BLM_03,3028.0,70.19800000000001,2.0377,13.0,43.81,553.79,1.71,0
1360,2025-01-02 06:39:00,BLM_01,3026.0,72.28,2.758,12.65,47.92,550.5,2.01,0
1361,2025-01-02 06:40:00,BLM_03,3153.0,65.582,4.508299999999999,12.57,47.97,537.2,1.67,1
1362,2025-01-02 06:41:00,BLM_02,2920.0,74.494,2.3286,11.16,49.52,601.71,1.38,0
1363,2025-01-02 06:42:00,BLM_03,2892.0,60.916,2.9989,9.84,46.75,564.67,1.78,0
1364,2025-01-02 06:43:00,BLM_02,3030.0,57.088,1.4592,13.25,47.34,587.61,1.73,0
1365,2025-01-02 06:44:00,BLM_03,3213.0,58.379999999999995,2.8095,12.11,49.57,560.01,1.53,0
1366,2025-01-02 06:45:00,BLM_03,2784.0,60.202,2.1598,12.74,48.54,591.14,2.0,0
1367,2025-01-02 06:46:00,BLM_03,2816.0,58.544000000000004,2.6601,12.79,49.01,567.01,1.89,0
1368,2025-01-02 06:47:00,BLM_01,2906.0,81.88600000000001,3.2104,8.35,50.13,486.64,1.55,0
1369,2025-01-02 06:48:00,BLM_01,2938.0,56.888,2.1207,15.1,49.83,537.03,1.42,0
1370,2025-01-02 06:49:00,BLM_02,2682.0,74.3,3.081,10.98,53.28,538.41,1.89,0
1371,2025-01-02 06:50:00,BLM_02,3270.0,67.562,2.3613,14.47,49.11,569.95,1.56,0
1372,2025-01-02 06:51:00,BLM_01,2977.0,69.314,1.9816,12.76,49.12,556.87,1.56,0
1373,2025-01-02 06:52:00,BLM_02,2950.0,61.406,3.6019,10.06,47.24,609.87,1.77,0
1374,2025-01-02 06:53:00,BLM_01,3292.0,70.028,2.2422,10.73,48.16,567.91,1.81,0
1375,2025-01-02 06:54:00,BLM_03,3129.0,61.35,2.6125000000000003,10.76,44.79,571.22,1.93,0
1376,2025-01-02 06:55:00,BLM_02,2904.0,74.21199999999999,2.5128,10.86,46.45,504.37,2.06,0
1377,2025-01-02 06:56:00,BLM_02,3030.0,74.79400000000001,3.0631,8.82,50.82,556.75,1.68,0
1378,2025-01-02 06:57:00,BLM_01,2992.0,66.816,2.9334,10.56,44.12,540.34,1.95,0
1379,2025-01-02 06:58:00,BLM_02,3261.0,67.268,2.7937,13.74,51.49,457.08,1.76,0
1380,2025-01-02 06:59:00,BLM_02,2970.0,70.79,2.414,13.93,47.25,490.9,2.09,0
1381,2025-01-02 07:00:00,BLM_03,2740.0,70.432,2.7243,10.78,45.73,582.53,1.59,0
1382,2025-01-02 07:01:00,BLM_02,2662.0,74.934,3.1246,8.63,47.31,579.4,1.93,0
1383,2025-01-02 07:02:00,BLM_03,3266.0,74.736,2.9949000000000003,13.14,49.48,523.48,1.59,0
1384,2025-01-02 07:03:00,BLM_01,2858.0,67.568,3.7052,10.06,48.22,524.87,1.57,0
1385,2025-01-02 07:04:00,BLM_02,3121.0,64.42999999999999,3.4455,10.2,52.78,498.99,1.69,0
1386,2025-01-02 07:05:00,BLM_03,3013.0,73.45200000000001,3.6858,11.49,49.09,594.54,1.27,0
1387,2025-01-02 07:06:00,BLM_01,2925.0,66.684,3.8661000000000003,11.32,49.28,513.58,2.05,0
1388,2025-01-02 07:07:00,BLM_02,2953.0,68.576,3.0463999999999998,10.58,49.35,524.33,1.58,0
1389,2025-01-02 07:08:00,BLM_01,3285.0,71.488,3.5167,10.74,48.35,595.7,1.68,0
1390,2025-01-02 07:09:00,BLM_02,2739.0,74.61,3.1470000000000002,11.1,47.39,594.8,1.56,0
1391,2025-01-02 07:10:00,BLM_01,2930.0,69.612,3.8473,10.71,48.26,541.91,2.04,0
1392,2025-01-02 07:11:00,BLM_01,3163.0,63.674,1.6876,10.83,48.57,550.57,1.87,0
1393,2025-01-02 07:12:00,BLM_03,2769.0,80.366,2.6978999999999997,11.45,47.87,571.19,1.94,0
1394,2025-01-02 07:13:00,BLM_01,3237.0,78.49799999999999,3.2082,12.64,51.14,531.56,1.84,0
1395,2025-01-02 07:14:00,BLM_02,3161.0,60.66,3.3185,12.45,50.88,545.51,1.84,0
1396,2025-01-02 07:15:00,BLM_02,3049.0,61.412,2.9088000000000003,11.02,45.04,541.17,1.88,0
1397,2025-01-02 07:16:00,BLM_03,2909.0,62.294,1.7591,11.43,50.42,580.92,2.04,0
1398,2025-01-02 07:17:00,BLM_02,2746.0,73.736,2.7994,14.42,47.95,613.76,1.51,0
1399,2025-01-02 07:18:00,BLM_02,3127.0,80.648,3.4897,13.78,47.24,601.58,1.66,0
1400,2025-01-02 07:19:00,BLM_02,3495.0,64.26,2.6999999999999997,12.99,49.77,595.73,1.54,0
1401,2025-01-02 07:20:00,BLM_01,3026.0,68.98200000000001,2.9803,8.81,48.71,500.71,1.95,0
1402,2025-01-02 07:21:00,BLM_01,2671.0,62.534,4.2606,12.19,45.76,608.15,1.91,0
1403,2025-01-02 07:22:00,BLM_02,3082.0,79.706,2.7909,10.78,50.02,519.57,1.98,0
1404,2025-01-02 07:23:00,BLM_03,3155.0,73.578,2.8112000000000004,10.28,47.78,469.81,1.16,0
1405,2025-01-02 07:24:00,BLM_01,2835.0,62.04,3.0615,11.35,49.98,511.79,1.69,0
1406,2025-01-02 07:25:00,BLM_03,2884.0,53.092,3.0918,13.88,47.96,545.87,1.2,0
1407,2025-01-02 07:26:00,BLM_02,2865.0,75.07400000000001,3.0120999999999998,13.6,50.01,458.32,2.29,0
1408,2025-01-02 07:27:00,BLM_02,2904.0,63.806000000000004,3.2024,10.88,50.37,582.04,1.83,0
1409,2025-01-02 07:28:00,BLM_01,2969.0,73.718,2.0927,12.15,50.99,587.45,1.6,0
1410,2025-01-02 07:29:00,BLM_02,2845.0,69.88,2.843,11.24,46.47,532.8,1.77,0
1411,2025-01-02 07:30:00,BLM_01,2778.0,54.982,2.0633,11.57,52.57,497.53,1.8,0
1412,2025-01-02 07:31:00,BLM_02,3031.0,62.174,2.9636,13.8,47.65,591.54,2.29,0
1413,2025-01-02 07:32:00,BLM_02,2967.0,65.346,3.3439,11.89,45.01,508.45,1.75,0
1414,2025-01-02 07:33:00,BLM_01,2921.0,63.098000000000006,2.8242,8.84,48.46,477.08,1.85,0
1415,2025-01-02 07:34:00,BLM_01,3015.0,68.64,2.2645,12.25,47.55,547.1,1.65,0
1416,2025-01-02 07:35:00,BLM_01,2726.0,70.642,2.6248,15.27,46.54,551.2,2.33,0
1417,2025-01-02 07:36:00,BLM_02,3047.0,80.364,4.185099999999999,10.74,48.13,564.11,2.19,0
1418,2025-01-02 07:37:00,BLM_02,2925.0,71.146,3.9353999999999996,14.79,49.88,584.56,1.31,0
1419,2025-01-02 07:38:00,BLM_03,3043.0,78.27799999999999,2.5457,13.11,48.84,590.04,2.01,0
1420,2025-01-02 07:39:00,BLM_01,3072.0,64.5,2.5460000000000003,14.12,51.33,493.11,1.91,0
1421,2025-01-02 07:40:00,BLM_02,3204.0,76.002,2.8463,13.58,47.7,458.27,1.61,0
1422,2025-01-02 07:41:00,BLM_02,3019.0,65.17399999999999,3.7966,12.32,49.06,570.69,1.55,0
1423,2025-01-02 07:42:00,BLM_01,3192.0,61.426,1.6969,10.9,48.62,552.23,1.29,0
1424,2025-01-02 07:43:00,BLM_03,2942.0,61.138,2.5372,12.32,52.65,529.39,1.96,0
1425,2025-01-02 07:44:00,BLM_01,2951.0,49.36,3.2175000000000002,12.42,45.46,543.48,1.46,0
1426,2025-01-02 07:45:00,BLM_03,2984.0,73.83200000000001,3.1378,13.75,46.59,512.37,1.88,0
1427,2025-01-02 07:46:00,BLM_02,3139.0,58.824,2.6281000000000003,7.95,53.2,627.72,1.53,0
1428,2025-01-02 07:47:00,BLM_03,3114.0,77.716,2.7483999999999997,9.43,47.44,459.49,1.5,0
1429,2025-01-02 07:48:00,BLM_02,3024.0,66.638,3.1587,12.43,44.07,569.05,1.81,0
1430,2025-01-02 07:49:00,BLM_01,2779.0,56.98,2.639,12.6,52.96,492.17,2.11,0
1431,2025-01-02 07:50:00,BLM_01,3110.0,60.042,2.1893000000000002,10.44,45.57,520.25,1.61,0
1432,2025-01-02 07:51:00,BLM_01,2845.0,69.194,2.7996,12.64,48.25,530.24,1.79,0
1433,2025-01-02 07:52:00,BLM_03,2835.0,54.706,3.0599,13.22,50.69,505.82,1.83,0
1434,2025-01-02 07:53:00,BLM_02,2795.0,71.99799999999999,1.4402,11.65,50.25,539.8,1.78,0
1435,2025-01-02 07:54:00,BLM_01,2985.0,57.26,3.2005,14.57,45.81,431.73,1.88,0
1436,2025-01-02 07:55:00,BLM_01,3218.0,62.702,3.6108000000000002,14.91,53.97,481.01,1.8,0
1437,2025-01-02 07:56:00,BLM_02,2826.0,69.264,2.6811,12.22,49.32,466.53,1.36,0
1438,2025-01-02 07:57:00,BLM_01,3302.0,71.146,2.6914,13.51,47.9,495.04,2.13,0
1439,2025-01-02 07:58:00,BLM_02,3164.0,73.458,2.4116999999999997,8.95,45.51,514.2,1.9,0
1440,2025-01-02 07:59:00,BLM_02,2736.0,58.730000000000004,2.822,13.93,49.2,549.73,1.75,0
1441,2025-01-02 08:00:00,BLM_02,2931.0,65.72200000000001,2.5423,14.64,51.75,521.05,1.55,0
1442,2025-01-02 08:01:00,BLM_02,2813.0,75.534,3.9425999999999997,10.17,47.29,510.86,1.71,0
1443,2025-01-02 08:02:00,BLM_02,3120.0,65.726,3.0229,13.11,43.62,526.42,2.02,0
1444,2025-01-02 08:03:00,BLM_03,2822.0,69.94800000000001,1.4332,8.63,46.24,518.58,1.47,0
1445,2025-01-02 08:04:00,BLM_01,2708.0,69.03,3.3335,10.58,47.17,533.29,1.59,0
1446,2025-01-02 08:05:00,BLM_03,2941.0,77.002,4.1338,11.06,44.19,534.97,1.78,0
1447,2025-01-02 08:06:00,BLM_01,3210.0,64.634,3.2941,9.35,49.31,514.91,1.4,0
1448,2025-01-02 08:07:00,BLM_03,2965.0,58.166000000000004,3.7644,11.57,49.84,479.12,1.56,0
1449,2025-01-02 08:08:00,BLM_02,3072.0,61.118,3.4047,11.45,46.21,547.84,1.73,0
1450,2025-01-02 08:09:00,BLM_01,3079.0,69.22,3.625,13.11,50.11,587.61,1.19,0
1451,2025-01-02 08:10:00,BLM_01,2728.0,56.912,3.5953,9.27,45.71,502.27,1.74,0
1452,2025-01-02 08:11:00,BLM_03,2838.0,64.094,3.6056,13.12,44.67,545.07,1.47,0
1453,2025-01-02 08:12:00,BLM_03,3001.0,68.436,3.1559000000000004,10.58,45.36,530.03,2.1,0
1454,2025-01-02 08:13:00,BLM_01,2900.0,62.538000000000004,1.7362000000000002,9.7,45.93,576.11,1.66,0
